CG,status,chr,pos,cluster_id
cg21036194,ESS_SIV,5,122406350,single1631
cg12879853,chr5_13677,5,122476849,chr5_13677
cg18514164,chr5_13735,5,123010014,chr5_13735
cg01806427,chr5_13892,5,124402121,chr5_13892
cg22547559,chr5_14141,5,126593920,chr5_14141
cg03409151,chr5_14141,5,126593980,chr5_14141
cg25476565,chr5_14141,5,126594326,chr5_14141
cg05689600,chr5_14141,5,126594805,chr5_14141
cg14340928,ESS_SIV,5,127073065,single1632
cg18710053,ESS_SIV,5,127073370,SIV_146
cg02304092,ESS_SIV,5,127073536,SIV_146
cg19677184,chr5_14319,5,127739672,chr5_14319
cg12939425,ESS_SIV,5,131008496,single1635
cg06647332,ESS_SIV,5,131945316,SIV_151
cg06307176,ESS_SIV,5,131945598,SIV_151
cg12949141,chr5_15283,5,134923856,chr5_15283
cg23201938,chr5_15330,5,135115846,chr5_15330
cg07158503,ESS_SIV,5,136080005,ESS_1
cg11608150,ESS_SIV,5,136080260,ESS_1
cg06478886,ESS_SIV,5,136080341,ESS_1
cg04481923,ESS_SIV,5,136080517,ESS_1
cg18678645,ESS_SIV,5,136080643,ESS_1
cg06536614,ESS_SIV,5,136080693,ESS_1
cg26328633,ESS_SIV,5,136080706,ESS_1
cg25340688,ESS_SIV,5,136080710,ESS_1
cg26896946,ESS_SIV,5,136080717,ESS_1
cg00124993,ESS_SIV,5,136080724,ESS_1
cg16615357,ESS_SIV,5,136080906,ESS_1
cg18797653,ESS_SIV,5,136080925,ESS_1
cg12897067,chr5_15539,5,136082620,chr5_15539
cg17251423,ESS_SIV,5,139709231,single1650
cg05457480,ESS_SIV,5,139759617,single1651
cg12420107,chr5_16438,5,140710716,chr5_16438
cg12420107,ESS_SIV,5,140710716,chr5_16438
cg06282446,ESS_SIV,5,140794970,single1653
cg00585072,ESS_SIV,5,140807399,single1654
cg22459739,ESS_SIV,5,140821569,single1655
cg04634417,ESS_SIV,5,140841219,ESS_161
cg02560085,ESS_SIV,5,140841226,ESS_161
cg24792717,ESS_SIV,5,140850243,single1658
cg01925738,ESS_SIV,5,141101187,single1659
cg24127414,ESS_SIV,5,141200072,single1660
cg21105916,ESS_SIV,5,141241337,single1661
cg24996161,ESS_SIV,5,141355831,single1662
cg04242499,ESS_SIV,5,141370179,single1663
cg07524997,ESS_SIV,5,141417326,single1664
cg03892308,ESS_SIV,5,141420929,single1665
cg24865955,ESS_SIV,5,142197399,single1666
cg08859406,chr5_17596,5,148320156,chr5_17596
cg23338752,chr5_17596,5,148320280,chr5_17596
cg13022905,ESS_SIV,5,148320330,chr5_17596
cg13022905,chr5_17596,5,148320330,chr5_17596
cg06024557,chr5_17972,5,150052440,chr5_17972
cg05191217,ESS_SIV,5,154690766,SIV_152
cg12924302,ESS_SIV,5,154690814,SIV_152
cg18537617,ESS_SIV,5,157302845,single1670
cg19669340,chr5_19221,5,157675116,chr5_19221
cg18906478,chr5_19592,5,160168637,chr5_19592
cg17267804,chr5_19645,5,160308386,chr5_19645
cg24719726,ESS_SIV,5,164019738,single1671
cg00982641,ESS_SIV,5,170232842,SIV_64
cg06417125,ESS_SIV,5,170232844,SIV_64
cg20758593,ESS_SIV,5,170232860,SIV_64
cg02091185,ESS_SIV,5,170861763,single1675
cg13582457,ESS_SIV,5,172897771,single1676
cg01802043,ESS_SIV,5,173476874,single1677
cg01469864,ESS_SIV,5,175872258,single1678
cg06060754,ESS_SIV,5,177370920,ESS_160
cg16006841,ESS_SIV,5,177370999,ESS_160
cg02635677,chr5_22757,5,177396320,chr5_22757
cg04486885,chr5_22757,5,177396424,chr5_22757
cg05207973,chr5_22757,5,177396642,chr5_22757
cg18808692,ESS_SIV,5,177972722,single1681
cg08871495,ESS_SIV,5,177986021,single1682
cg13600420,chr5_22976,5,178187205,chr5_22976
cg24618378,chr5_22976,5,178187217,chr5_22976
cg19462976,chr5_22976,5,178187292,chr5_22976
cg25583180,chr5_22976,5,178187382,chr5_22976
cg22212218,chr5_23043,5,178324794,chr5_23043
cg08930131,chr5_23078,5,178384198,chr5_23078
cg02087079,chr5_23078,5,178384349,chr5_23078
cg00234625,chr5_23078,5,178384648,chr5_23078
cg16470655,chr5_23196,5,178729304,chr5_23196
cg23513686,chr5_23204,5,178781550,chr5_23204
cg11786587,chr5_23204,5,178781610,chr5_23204
cg19096358,chr5_23281,5,179120695,chr5_23281
cg09693926,chr5_23281,5,179120863,chr5_23281
cg10208897,chr5_23281,5,179121229,chr5_23281
cg02599361,chr5_23281,5,179121373,chr5_23281
cg02599361,ESS_SIV,5,179121373,chr5_23281
cg12674760,chr5_23296,5,179150498,chr5_23296
cg00274815,chr5_23318,5,179204741,chr5_23318
cg23319104,chr5_23318,5,179204845,chr5_23318
cg26694831,ESS_SIV,5,179336419,single1684
cg24585418,chr5_23470,5,179632426,chr5_23470
cg26135573,chr5_23470,5,179632668,chr5_23470
cg26135573,ESS_SIV,5,179632668,chr5_23470
cg05432322,chr5_23559,5,179857732,chr5_23559
cg06869965,ESS_SIV,5,179858192,single1686
cg02567769,ESS_SIV,5,180161674,single1687
cg23221052,ESS_SIV,5,180313744,ESS_51
cg23221052,chr5_23763,5,180313744,ESS_51
cg13944838,chr5_23763,5,180313915,chr5_23763
cg23248424,chr5_23763,5,180314105,ESS_51
cg23248424,ESS_SIV,5,180314105,ESS_51
cg02891314,chr5_23763,5,180314121,ESS_51
cg02891314,ESS_SIV,5,180314121,ESS_51
cg03671052,ESS_SIV,5,180659261,single1691
cg11273655,chr5_23970,5,181070115,chr5_23970
cg00533202,ESS_SIV,5,181084823,chr5_23975
cg00533202,chr5_23975,5,181084823,chr5_23975
cg21122075,chr5_23975,5,181085071,chr5_23975
cg07332563,ESS_SIV,6,291688,ESS_3
cg07332563,chr6_57,6,291688,ESS_3
cg21548813,ESS_SIV,6,291883,ESS_3
cg21548813,chr6_57,6,291883,ESS_3
cg03395511,chr6_57,6,291904,ESS_3
cg03395511,ESS_SIV,6,291904,ESS_3
cg15383120,chr6_57,6,291910,ESS_3
cg15383120,ESS_SIV,6,291910,ESS_3
cg18110333,chr6_57,6,292330,ESS_3
cg18110333,ESS_SIV,6,292330,ESS_3
cg05064044,chr6_57,6,292386,ESS_3
cg05064044,ESS_SIV,6,292386,ESS_3
cg11235426,chr6_57,6,292523,ESS_3
cg11235426,ESS_SIV,6,292523,ESS_3
cg01516881,chr6_57,6,292597,ESS_3
cg01516881,ESS_SIV,6,292597,ESS_3
cg26668828,chr6_57,6,292824,chr6_57
cg01171360,chr6_57,6,293286,chr6_57
cg20619695,chr6_57,6,293332,chr6_57
cg11787218,ESS_SIV,6,312106,single1701
cg20143970,chr6_93,6,323571,chr6_93
cg22776235,chr6_145,6,362024,chr6_145
cg07977946,chr6_145,6,362048,chr6_145
cg13600364,chr6_145,6,362096,chr6_145
cg21062780,ESS_SIV,6,887773,single1702
cg13299743,ESS_SIV,6,1523517,single1703
cg02792740,ESS_SIV,6,2876162,single1704
cg07844977,ESS_SIV,6,2903466,single1705
cg27408171,ESS_SIV,6,2958575,single1706
cg08155050,chr6_793,6,2972202,chr6_793
cg14555649,ESS_SIV,6,2989882,single1707
cg21571245,chr6_809,6,3008941,chr6_809
cg07377178,ESS_SIV,6,3024831,single1708
cg26651049,chr6_854,6,3143870,chr6_854
cg00985117,chr6_900,6,3266386,chr6_900
cg16613240,ESS_SIV,6,10099391,ESS_171
cg09285851,ESS_SIV,6,10099424,ESS_171
cg19579217,ESS_SIV,6,10720398,single1711
cg23049448,ESS_SIV,6,10887748,single1712
cg21414905,chr6_2515,6,11901150,chr6_2515
cg11395949,ESS_SIV,6,13769956,single1713
cg02735058,ESS_SIV,6,16181020,single1714
cg18221983,chr6_3380,6,16198318,chr6_3380
cg11928184,chr6_3388,6,16218453,chr6_3388
cg23525438,ESS_SIV,6,17015996,single1715
cg10154826,ESS_SIV,6,17600764,single1716
cg05927817,ESS_SIV,6,18020127,single1717
cg11382666,ESS_SIV,6,20032611,single1718
cg07914385,ESS_SIV,6,20727853,single1719
cg09012091,ESS_SIV,6,24431095,single1720
cg27524988,chr6_4550,6,24583250,chr6_4550
cg27524988,ESS_SIV,6,24583250,chr6_4550
cg25597625,chr6_4550,6,24583269,chr6_4550
cg10482057,chr6_4550,6,24583387,chr6_4550
cg06752695,chr6_4550,6,24583496,chr6_4550
cg18433519,ESS_SIV,6,24646267,ESS_168
cg16906346,ESS_SIV,6,24646555,ESS_168
cg15691649,chr6_4747,6,25882101,chr6_4747
cg07061783,chr6_4747,6,25882175,chr6_4747
cg03264133,chr6_4747,6,25882236,ESS_55
cg03264133,ESS_SIV,6,25882236,ESS_55
cg12310025,ESS_SIV,6,25882254,ESS_55
cg12310025,chr6_4747,6,25882254,ESS_55
cg03517284,chr6_4747,6,25882363,ESS_55
cg03517284,ESS_SIV,6,25882363,ESS_55
cg14585513,chr6_4868,6,26253833,chr6_4868
cg00631329,chr6_4889,6,26305144,chr6_4889
cg13736514,ESS_SIV,6,26305245,chr6_4889
cg13736514,chr6_4889,6,26305245,chr6_4889
cg26414841,chr6_4889,6,26305517,chr6_4889
cg15969227,ESS_SIV,6,26756600,single1728
cg03359964,ESS_SIV,6,27158177,single1729
cg20866694,chr6_5051,6,27213892,chr6_5051
cg09817162,chr6_5055,6,27217898,SIV_159
cg09817162,ESS_SIV,6,27217898,SIV_159
cg05180451,chr6_5055,6,27217986,chr6_5055
cg10279314,chr6_5055,6,27218118,SIV_159
cg10279314,ESS_SIV,6,27218118,SIV_159
cg09395805,ESS_SIV,6,27218298,chr6_5055
cg09395805,chr6_5055,6,27218298,chr6_5055
cg07555084,chr6_5055,6,27218421,chr6_5055
cg25426208,ESS_SIV,6,27230868,single1733
cg26533311,ESS_SIV,6,27239133,single1734
cg27226147,ESS_SIV,6,27479714,single1735
cg17553149,ESS_SIV,6,27515291,single1736
cg09807481,chr6_5142,6,27543133,chr6_5142
cg00570207,chr6_5142,6,27543153,chr6_5142
cg12492942,chr6_5142,6,27543188,chr6_5142
cg26105725,chr6_5142,6,27543334,chr6_5142
cg04212047,chr6_5142,6,27543401,chr6_5142
cg18105139,ESS_SIV,6,28091079,single1737
cg20110349,chr6_5312,6,28215637,chr6_5312
cg19386998,ESS_SIV,6,28384053,single1738
cg26968378,ESS_SIV,6,28479311,SIV_68
cg12584458,ESS_SIV,6,28479331,SIV_68
cg21903646,ESS_SIV,6,28479339,SIV_68
cg27535677,ESS_SIV,6,28633589,SIV_67
cg26865747,ESS_SIV,6,28633601,SIV_67
cg13565129,ESS_SIV,6,28633643,SIV_67
cg22452837,ESS_SIV,6,28696379,SIV_158
cg10582608,ESS_SIV,6,28696414,SIV_158
cg16677399,ESS_SIV,6,28863126,ESS_169
cg00903577,ESS_SIV,6,28863333,ESS_169
cg24505778,chr6_5507,6,28885111,chr6_5507
cg24867279,chr6_5507,6,28885245,chr6_5507
cg26481402,chr6_5507,6,28885274,chr6_5507
cg26481402,ESS_SIV,6,28885274,chr6_5507
cg02846841,ESS_SIV,6,28977565,single1750
cg03656877,ESS_SIV,6,29015402,single1751
cg25786333,chr6_5595,6,29397023,chr6_5595
cg06754664,chr6_5595,6,29397042,chr6_5595
cg08862210,chr6_5595,6,29397187,chr6_5595
cg23584176,ESS_SIV,6,29397302,single1752
cg17512539,ESS_SIV,6,29436948,SIV_153
cg15148691,ESS_SIV,6,29436957,SIV_153
cg25978138,chr6_5645,6,29680385,chr6_5645
cg11747594,chr6_5645,6,29680449,ESS_2
cg11747594,ESS_SIV,6,29680449,ESS_2
cg15708526,chr6_5645,6,29680495,ESS_2
cg15708526,ESS_SIV,6,29680495,ESS_2
cg04071440,chr6_5645,6,29680499,ESS_2
cg04071440,ESS_SIV,6,29680499,ESS_2
cg08022281,chr6_5645,6,29680569,chr6_5645
cg10648573,chr6_5645,6,29680572,chr6_5645
cg12644888,chr6_5645,6,29680584,chr6_5645
cg22494932,chr6_5645,6,29680603,chr6_5645
cg25699073,chr6_5645,6,29680605,chr6_5645
cg07134666,chr6_5645,6,29680624,chr6_5645
cg00588198,chr6_5645,6,29680676,chr6_5645
cg06032337,chr6_5645,6,29680692,chr6_5645
cg16885113,ESS_SIV,6,29680731,ESS_2
cg16885113,chr6_5645,6,29680731,ESS_2
cg20228636,chr6_5645,6,29680749,chr6_5645
cg27414868,chr6_5645,6,29680788,chr6_5645
cg11383134,ESS_SIV,6,29680814,ESS_2
cg11383134,chr6_5645,6,29680814,ESS_2
cg03198009,ESS_SIV,6,29680828,ESS_2
cg03198009,chr6_5645,6,29680828,ESS_2
cg03449857,ESS_SIV,6,29680847,ESS_2
cg03449857,chr6_5645,6,29680847,ESS_2
cg15570656,chr6_5645,6,29680852,ESS_2
cg15570656,ESS_SIV,6,29680852,ESS_2
cg02157626,ESS_SIV,6,29680960,ESS_2
cg02157626,chr6_5645,6,29680960,ESS_2
cg13835168,chr6_5645,6,29680980,chr6_5645
cg08041448,chr6_5645,6,29681125,chr6_5645
cg24100841,chr6_5645,6,29681248,chr6_5645
cg19636627,chr6_5645,6,29681308,chr6_5645
cg20961245,chr6_5645,6,29681316,chr6_5645
cg11201654,ESS_SIV,6,29722990,single1764
cg20519483,ESS_SIV,6,29736769,single1765
cg22179059,chr6_5660,6,29747169,chr6_5660
cg26701510,chr6_5660,6,29747286,chr6_5660
cg01813171,ESS_SIV,6,29794234,single1766
cg25046571,chr6_5682,6,29826881,chr6_5682
cg19050514,chr6_5682,6,29827036,chr6_5682
cg26302178,chr6_5682,6,29827067,chr6_5682
cg01388630,chr6_5690,6,29849248,chr6_5690
cg10821226,ESS_SIV,6,29850501,single1767
cg17134700,ESS_SIV,6,29886855,single1768
cg01062395,ESS_SIV,6,29887860,single1769
cg11406274,ESS_SIV,6,29888788,single1770
cg03995122,ESS_SIV,6,29926866,ESS_6
cg08231349,ESS_SIV,6,29926868,ESS_6
cg15671450,ESS_SIV,6,29927340,ESS_6
cg23681866,ESS_SIV,6,29927399,ESS_6
cg15411272,ESS_SIV,6,29927411,ESS_6
cg26121931,ESS_SIV,6,29927428,ESS_6
cg24838316,ESS_SIV,6,29927484,ESS_6
cg26739327,chr6_5699,6,29939201,chr6_5699
cg04126584,chr6_5711,6,29952533,chr6_5711
cg07792871,ESS_SIV,6,29974930,single1778
cg19199204,ESS_SIV,6,29976354,single1779
cg18609120,ESS_SIV,6,29977633,single1780
cg01915885,chr6_5731,6,30032411,chr6_5731
cg26515689,chr6_5731,6,30032424,chr6_5731
cg00947782,ESS_SIV,6,30071366,SIV_65
cg18930910,ESS_SIV,6,30071375,SIV_65
cg03343571,ESS_SIV,6,30071399,ESS_54
cg10930308,ESS_SIV,6,30071700,ESS_54
cg02188185,ESS_SIV,6,30071748,ESS_54
cg21232488,ESS_SIV,6,30111427,single1786
cg04679849,ESS_SIV,6,30444575,single1787
cg02795870,chr6_5971,6,30987096,chr6_5971
cg22486083,chr6_5971,6,30987186,chr6_5971
cg26190386,ESS_SIV,6,31027202,single1788
cg16519772,chr6_6021,6,31145181,chr6_6021
cg00688979,chr6_6021,6,31145241,chr6_6021
cg01287833,chr6_6021,6,31145250,chr6_6021
cg17931227,ESS_SIV,6,31180594,SIV_1
cg09179646,ESS_SIV,6,31180607,SIV_1
cg22291762,ESS_SIV,6,31180628,SIV_1
cg24427850,ESS_SIV,6,31180633,SIV_1
cg26668675,ESS_SIV,6,31180687,SIV_1
cg03078486,ESS_SIV,6,31180698,SIV_1
cg22701603,ESS_SIV,6,31180707,SIV_1
cg26818629,ESS_SIV,6,31180740,SIV_1
cg27547543,ESS_SIV,6,31180748,SIV_1
cg09357589,ESS_SIV,6,31180776,SIV_1
cg14036627,ESS_SIV,6,31180881,SIV_1
cg11811828,ESS_SIV,6,31180890,SIV_1
cg04710276,ESS_SIV,6,31197218,single1801
cg09556042,chr6_6069,6,31269237,chr6_6069
cg11917734,chr6_6069,6,31269253,chr6_6069
cg11574174,chr6_6069,6,31269258,chr6_6069
cg24710520,chr6_6070,6,31269423,chr6_6070
cg09382842,chr6_6070,6,31269629,chr6_6070
cg01521131,chr6_6070,6,31269888,chr6_6070
cg11794033,chr6_6081,6,31307491,chr6_6081
cg03555881,chr6_6081,6,31307775,chr6_6081
cg25107000,chr6_6081,6,31307867,chr6_6081
cg14801238,chr6_6081,6,31307888,chr6_6081
cg26343358,chr6_6081,6,31307890,chr6_6081
cg27071793,chr6_6081,6,31307942,chr6_6081
cg03709428,chr6_6081,6,31307965,chr6_6081
cg27258561,chr6_6081,6,31307991,chr6_6081
cg12076350,chr6_6081,6,31308015,chr6_6081
cg02446475,chr6_6081,6,31308031,chr6_6081
cg17250082,chr6_6081,6,31308099,chr6_6081
cg08762424,chr6_6081,6,31308105,chr6_6081
cg27529346,ESS_SIV,6,31355150,single1802
cg15581032,chr6_6116,6,31412052,chr6_6116
cg18007127,chr6_6116,6,31412195,chr6_6116
cg06937348,ESS_SIV,6,31506409,single1803
cg10958126,chr6_6149,6,31529980,chr6_6149
cg07455790,ESS_SIV,6,31682959,ESS_172
cg02389040,ESS_SIV,6,31683010,ESS_172
cg10690152,ESS_SIV,6,31730313,single1806
cg10095777,ESS_SIV,6,31766516,single1807
cg08306589,ESS_SIV,6,32029283,ESS_177
cg13009361,ESS_SIV,6,32029291,ESS_177
cg24138857,ESS_SIV,6,32087303,single1810
cg24955829,ESS_SIV,6,32329839,single1811
cg24640182,ESS_SIV,6,32337292,ESS_173
cg14704780,ESS_SIV,6,32337330,ESS_173
cg02136066,chr6_6433,6,32395308,chr6_6433
cg12344564,chr6_6433,6,32395345,chr6_6433
cg24478695,chr6_6433,6,32395391,chr6_6433
cg10135747,chr6_6433,6,32395410,chr6_6433
cg09190656,chr6_6433,6,32395436,chr6_6433
cg20891116,chr6_6433,6,32395452,chr6_6433
cg08726004,chr6_6433,6,32395479,chr6_6433
cg02591634,chr6_6433,6,32395492,chr6_6433
cg06871764,ESS_SIV,6,32408319,single1814
cg13081526,ESS_SIV,6,32482185,single1815
cg10466124,ESS_SIV,6,32530509,single1816
cg20022036,ESS_SIV,6,32581720,single1817
cg24071943,ESS_SIV,6,32589545,single1818
cg24760581,ESS_SIV,6,32590194,single1819
cg15752756,ESS_SIV,6,32666705,single1820
cg07180897,ESS_SIV,6,32761354,SIV_3
cg10714510,ESS_SIV,6,32761689,SIV_3
cg09739413,ESS_SIV,6,32761722,SIV_3
cg02964065,ESS_SIV,6,32761769,SIV_3
cg15255946,ESS_SIV,6,32761787,SIV_3
cg00755130,ESS_SIV,6,32761811,SIV_3
cg27160348,ESS_SIV,6,32761814,SIV_3
cg15321244,ESS_SIV,6,32761867,SIV_3
cg18609891,ESS_SIV,6,32761871,SIV_3
cg10218546,ESS_SIV,6,32762047,single1830
cg10698654,ESS_SIV,6,32827806,ESS_174
cg15115757,ESS_SIV,6,32827851,ESS_174
cg04913118,ESS_SIV,6,32858395,single1833
cg23636571,chr6_6537,6,32861220,ESS_27
cg23636571,ESS_SIV,6,32861220,ESS_27
cg06812795,chr6_6537,6,32861249,ESS_27
cg06812795,ESS_SIV,6,32861249,ESS_27
cg21712377,chr6_6537,6,32861286,chr6_6537
cg04832245,chr6_6537,6,32861368,ESS_27
cg04832245,ESS_SIV,6,32861368,ESS_27
cg01948226,ESS_SIV,6,32861432,ESS_27
cg01948226,chr6_6537,6,32861432,ESS_27
cg05062939,chr6_6537,6,32861527,chr6_6537
cg09713850,ESS_SIV,6,32954015,single1838
cg20069765,chr6_6583,6,33068688,chr6_6583
cg08760402,chr6_6583,6,33068710,chr6_6583
cg05995528,chr6_6583,6,33068719,chr6_6583
cg05751055,chr6_6583,6,33068728,chr6_6583
cg08898074,chr6_6583,6,33068771,chr6_6583
cg09737870,chr6_6583,6,33068941,chr6_6583
cg23195763,chr6_6584,6,33069864,chr6_6584
cg12391576,chr6_6584,6,33069886,chr6_6584
cg22037249,chr6_6584,6,33069914,chr6_6584
cg02197634,ESS_SIV,6,33081099,single1839
cg05677694,chr6_6594,6,33085021,chr6_6594
cg09535768,chr6_6594,6,33085026,chr6_6594
cg02375585,chr6_6609,6,33123335,chr6_6609
cg03227783,chr6_6609,6,33123365,chr6_6609
cg10055398,chr6_6609,6,33123466,chr6_6609
cg05547391,chr6_6609,6,33123550,chr6_6609
cg03978169,chr6_6609,6,33123581,chr6_6609
cg24938100,chr6_6609,6,33123631,chr6_6609
cg15737123,chr6_6609,6,33123791,chr6_6609
cg22136013,chr6_6609,6,33123815,chr6_6609
cg19710814,chr6_6609,6,33123820,chr6_6609
cg17217478,chr6_6609,6,33123836,chr6_6609
cg18927185,chr6_6609,6,33123858,chr6_6609
cg09397044,chr6_6609,6,33123975,chr6_6609
cg01309395,chr6_6609,6,33124019,chr6_6609
cg11715943,chr6_6609,6,33124065,chr6_6609
cg26650827,chr6_6609,6,33124094,chr6_6609
cg01685549,chr6_6610,6,33124321,chr6_6610
cg09510698,chr6_6610,6,33124354,chr6_6610
cg08313040,chr6_6610,6,33124467,chr6_6610
cg06296184,chr6_6611,6,33128357,chr6_6611
cg15019001,chr6_6611,6,33128527,chr6_6611
cg08506353,chr6_6611,6,33128536,chr6_6611
cg23200572,chr6_6611,6,33128725,chr6_6611
cg05431670,ESS_SIV,6,33323097,single1840
cg12770425,ESS_SIV,6,33617295,single1841
cg25419928,chr6_6785,6,33689017,chr6_6785
cg26235243,chr6_6785,6,33689060,chr6_6785
cg15189031,ESS_SIV,6,34531538,single1842
cg04449473,ESS_SIV,6,36127141,single1843
cg23737190,ESS_SIV,6,36962246,single1844
cg01907837,chr6_7957,6,37353562,chr6_7957
cg17150074,chr6_8135,6,38124665,chr6_8135
cg10304865,chr6_8663,6,41403365,chr6_8663
cg11177740,chr6_8705,6,41552751,chr6_8705
cg20290983,ESS_SIV,6,43687734,single1845
cg05496603,ESS_SIV,6,44270077,single1846
cg04228998,ESS_SIV,6,44310083,single1847
cg00057324,ESS_SIV,6,47782307,single1848
cg20364632,ESS_SIV,6,49668514,single1849
cg16523850,ESS_SIV,6,54292027,single1850
cg05622882,ESS_SIV,6,54981809,single1851
cg26345160,chr6_10669,6,56430749,chr6_10669
cg09377915,chr6_10669,6,56430796,chr6_10669
cg00630268,chr6_10669,6,56430832,chr6_10669
cg12086421,ESS_SIV,6,67825486,single1852
cg24573321,ESS_SIV,6,69016109,single1853
cg08977054,chr6_11601,6,69433255,chr6_11601
cg18830697,ESS_SIV,6,72212666,single1854
cg23414861,ESS_SIV,6,73354342,single1855
cg02931604,ESS_SIV,6,73354576,single1856
cg20048521,ESS_SIV,6,73362520,SIV_157
cg26550861,ESS_SIV,6,73362654,SIV_157
cg08124399,ESS_SIV,6,73395146,single1859
cg25716013,ESS_SIV,6,75244338,single1860
cg11941920,chr6_12397,6,78629479,chr6_12397
cg11941920,ESS_SIV,6,78629479,chr6_12397
cg11074783,chr6_12397,6,78629618,chr6_12397
cg21365924,chr6_12397,6,78629802,chr6_12397
cg08355045,ESS_SIV,6,80077813,single1862
cg12248480,chr6_12563,6,80573652,chr6_12563
cg00216680,chr6_13124,6,87407641,chr6_13124
cg08690976,ESS_SIV,6,89639612,single1863
cg22092014,ESS_SIV,6,94510982,single1864
cg16287042,chr6_13831,6,94511465,chr6_13831
cg18751133,ESS_SIV,6,99394476,single1865
cg09492693,chr6_14742,6,106262104,chr6_14742
cg21148531,ESS_SIV,6,106326298,chr6_14748
cg21148531,chr6_14748,6,106326298,chr6_14748
cg21918786,ESS_SIV,6,109290632,single1867
cg19196401,ESS_SIV,6,110399936,single1868
cg05213296,chr6_15478,6,110981527,chr6_15478
cg14002274,chr6_15478,6,110981844,chr6_15478
cg16061928,chr6_15478,6,110981860,chr6_15478
cg03320844,ESS_SIV,6,121435694,single1869
cg20390711,ESS_SIV,6,127475539,SIV_66
cg14079463,ESS_SIV,6,127475845,SIV_66
cg04580344,ESS_SIV,6,127475878,SIV_66
cg07532159,chr6_17160,6,129172915,chr6_17160
cg12606694,ESS_SIV,6,131199857,chr6_17369
cg12606694,chr6_17369,6,131199857,chr6_17369
cg17829936,ESS_SIV,6,132589543,single1874
cg22676075,ESS_SIV,6,134882476,chr6_17831
cg22676075,chr6_17831,6,134882476,chr6_17831
cg23982392,chr6_19565,6,148819439,chr6_19565
cg09217309,ESS_SIV,6,149923069,single1876
cg11579907,chr6_20079,6,151091078,chr6_20079
cg10395519,chr6_20079,6,151091169,chr6_20079
cg05282260,chr6_20919,6,156662130,chr6_20919
cg08839808,chr6_20919,6,156662171,chr6_20919
cg00269725,chr6_20919,6,156662182,chr6_20919
cg21827153,ESS_SIV,6,156687969,single1877
cg23603995,ESS_SIV,6,156877515,single1878
cg07621945,ESS_SIV,6,157779701,single1879
cg22307058,chr6_21338,6,158017898,chr6_21338
cg10225755,chr6_21338,6,158017980,chr6_21338
cg18962702,chr6_21394,6,158209847,chr6_21394
cg16073143,ESS_SIV,6,158939042,SIV_156
cg18373855,ESS_SIV,6,158939178,SIV_156
cg15298323,ESS_SIV,6,159761407,SIV_155
cg25736982,ESS_SIV,6,159761523,SIV_155
cg26695881,ESS_SIV,6,160275779,single1884
cg13679164,ESS_SIV,6,160837448,single1885
cg26834192,ESS_SIV,6,161140000,ESS_176
cg09655876,ESS_SIV,6,161140035,ESS_176
cg14101117,ESS_SIV,6,161415634,single1888
cg11974293,chr6_22231,6,162051378,chr6_22231
cg00290868,chr6_22231,6,162051491,chr6_22231
cg05952475,chr6_22419,6,163260814,chr6_22419
cg22141696,ESS_SIV,6,165855144,single1889
cg07750638,ESS_SIV,6,166393627,single1890
cg25520356,chr6_23109,6,166479162,chr6_23109
cg04953373,chr6_23109,6,166479275,chr6_23109
cg13906646,chr6_23109,6,166479434,chr6_23109
cg19520046,ESS_SIV,6,167996681,single1891
cg24246628,ESS_SIV,6,168035235,SIV_154
cg14316629,ESS_SIV,6,168035674,SIV_154
cg24775963,ESS_SIV,6,168049529,single1894
cg05422022,ESS_SIV,6,168133010,single1895
cg08727239,chr6_23682,6,168233417,chr6_23682
cg09565319,ESS_SIV,6,168563052,single1896
cg16786372,chr6_23831,6,168596040,chr6_23831
cg26186549,ESS_SIV,6,168861381,single1897
cg21239179,ESS_SIV,6,168871958,single1898
cg08634229,chr6_23924,6,168926509,chr6_23924
cg08634229,ESS_SIV,6,168926509,chr6_23924
cg24515091,chr6_23937,6,168995806,chr6_23937
cg11181693,ESS_SIV,6,169425251,chr6_24024
cg11181693,chr6_24024,6,169425251,chr6_24024
cg09894276,ESS_SIV,6,169577299,single1901
cg19089141,chr6_24066,6,169654635,chr6_24066
cg11938672,chr6_24066,6,169655060,ESS_175
cg11938672,ESS_SIV,6,169655060,ESS_175
cg18322025,ESS_SIV,6,169655237,ESS_175
cg18322025,chr6_24066,6,169655237,ESS_175
cg26850117,ESS_SIV,6,169789666,single1904
cg05935904,ESS_SIV,6,170089791,single1905
cg17529386,ESS_SIV,6,170137047,single1906
cg02546416,ESS_SIV,6,170172088,single1907
cg20464680,ESS_SIV,6,170179144,single1908
cg11258132,chr6_24296,6,170247381,chr6_24296
cg26825341,chr6_24309,6,170267712,chr6_24309
cg01757548,chr6_24366,6,170421326,chr6_24366
cg08386137,chr6_24366,6,170421595,chr6_24366
cg18217622,ESS_SIV,6,170423166,ESS_170
cg07257824,ESS_SIV,6,170423266,ESS_170
cg23368159,ESS_SIV,6,170459644,single1911
cg15535638,ESS_SIV,7,31468,single1912
cg21158664,ESS_SIV,7,159871,single1913
cg25929664,ESS_SIV,7,220655,single1914
cg17430651,ESS_SIV,7,578258,single1915
cg11064039,chr7_388,7,726464,chr7_388
cg06242242,chr7_388,7,726468,chr7_388
cg05729249,chr7_388,7,726483,chr7_388
cg11634705,ESS_SIV,7,833813,single1916
cg15782153,ESS_SIV,7,878026,single1917
